Instruction,tp
"VAESIMC (XMM, XMM)",2.0
"VAESKEYGENASSIST (XMM, M128, I8)",7.78
"VAESKEYGENASSIST (XMM, XMM, I8)",8.46
"ADC (AL, 0)",0.75
"ADC (AL, I8)",0.75
"ADC (AX, I16)",0.78
"ADC (EAX, I32)",0.75
"ADC (M16, 0)",1.36
"ADC (M16, I16)",1.37
"ADC (M16, I8)",1.36
"ADC (M16, R16)",1.67
"ADC (M32, 0)",1.33
"ADC (M32, I32)",1.33
"ADC (M32, I8)",1.33
"ADC (M32, R32)",1.63
"ADC (M64, 0)",1.33
"ADC (M64, I32)",1.33
"ADC (M64, I8)",1.33
"ADC (M64, R64)",1.63
"ADC (M8, 0)",1.37
"ADC (M8, I8)",1.36
"ADC (M8, R8h)",1.69
"ADC (M8, R8l)",1.67
"ADC (R16, 0)",0.53
"ADC (R16, I16)",0.77
"ADC (R16, I8)",0.77
"ADC (R16, M16)",0.96
"ADC (R32, 0)",0.53
"ADC (R32, I32)",0.75
"ADC (R32, I8)",0.77
"ADC (R32, M32)",0.96
"ADC (R64, 0)",0.53
"ADC (R64, I32)",0.75
"ADC (R64, I8)",0.77
"ADC (R64, M64)",0.96
"ADC (R8h, 0)",0.78
"ADC (R8h, I8)",0.78
"ADC (R8h, M8)",0.96
"ADC (R8l, M8)",0.96
"ADC (RAX, I32)",0.75
"ADC_10 (R8h, R8h)",0.85
"ADC_10 (R8h, R8l)",0.85
"ADC_10 (R8l, R8h)",0.85
"ADC_10 (R8l, R8l)",0.77
"ADC_11 (R16, R16)",0.78
"ADC_11 (R32, R32)",0.77
"ADC_11 (R64, R64)",0.77
"ADC_12 (R8h, R8h)",0.85
"ADC_12 (R8h, R8l)",0.85
"ADC_12 (R8l, R8h)",0.85
"ADC_12 (R8l, R8l)",0.77
"ADC_13 (R16, R16)",0.78
"ADC_13 (R32, R32)",0.77
"ADC_13 (R64, R64)",0.77
"ADC_LOCK (M16, 0)",19.0
"ADC_LOCK (M16, I16)",19.0
"ADC_LOCK (M16, I8)",19.0
"ADC_LOCK (M16, R16)",19.0
"ADC_LOCK (M32, 0)",19.0
"ADC_LOCK (M32, I32)",19.0
"ADC_LOCK (M32, I8)",19.0
"ADC_LOCK (M32, R32)",19.0
"ADC_LOCK (M64, 0)",19.0
"ADC_LOCK (M64, I32)",19.0
"ADC_LOCK (M64, I8)",19.0
"ADC_LOCK (M64, R64)",19.0
"ADC_LOCK (M8, 0)",19.0
"ADC_LOCK (M8, I8)",19.0
"ADC_LOCK (M8, R8h)",19.0
"ADC_LOCK (M8, R8l)",19.0
"ADC_R0 (R8l, 0)",0.78
"ADC_R0 (R8l, I8)",0.78
"ADC_R4 (R8l, 0)",0.78
"ADC_R4 (R8l, I8)",0.78
"ADD (AL, 0)",0.53
"ADD (AL, I8)",0.53
"ADD (AX, I16)",0.55
"ADD (EAX, I32)",0.5
"ADD (M16, 0)",1.0
"ADD (M16, I16)",1.0
"ADD (M16, I8)",1.0
"ADD (M16, R16)",1.09
"ADD (M32, 0)",1.0
"ADD (M32, I32)",1.0
"ADD (M32, I8)",1.0
"ADD (M32, R32)",1.09
"ADD (M64, 0)",1.0
"ADD (M64, I32)",1.0
"ADD (M64, I8)",1.0
"ADD (M64, R64)",1.09
"ADD (M8, 0)",1.0
"ADD (M8, I8)",1.0
"ADD (M8, R8h)",1.08
"ADD (M8, R8l)",1.09
"ADD (R16, 0)",0.27
"ADD (R16, I16)",0.29
"ADD (R16, I8)",0.27
"ADD (R16, M16)",0.5
"ADD (R32, 0)",0.25
"ADD (R32, I32)",0.25
"ADD (R32, I8)",0.25
"ADD (R32, M32)",0.5
"ADD (R64, 0)",0.25
"ADD (R64, I32)",0.25
"ADD (R64, I8)",0.25
"ADD (R64, M64)",0.5
"ADD (R8h, 0)",0.29
"ADD (R8h, I8)",0.29
"ADD (R8h, M8)",0.5
"ADD (R8l, M8)",0.5
"ADD (RAX, I32)",0.54
"ADD_00 (R8h, R8h)",0.4
"ADD_00 (R8h, R8l)",0.4
"ADD_00 (R8l, R8h)",0.4
"ADD_00 (R8l, R8l)",0.25
"ADD_01 (R16, R16)",0.25
"ADD_01 (R32, R32)",0.25
"ADD_01 (R64, R64)",0.25
"ADD_02 (R8h, R8h)",0.4
"ADD_02 (R8h, R8l)",0.4
"ADD_02 (R8l, R8h)",0.4
"ADD_02 (R8l, R8l)",0.25
"ADD_03 (R16, R16)",0.25
"ADD_03 (R32, R32)",0.25
"ADD_03 (R64, R64)",0.25
"ADD_LOCK (M16, 0)",19.0
"ADD_LOCK (M16, I16)",19.0
"ADD_LOCK (M16, I8)",19.0
"ADD_LOCK (M16, R16)",19.0
"ADD_LOCK (M32, 0)",19.0
"ADD_LOCK (M32, I32)",19.0
"ADD_LOCK (M32, I8)",19.0
"ADD_LOCK (M32, R32)",19.0
"ADD_LOCK (M64, 0)",19.0
"ADD_LOCK (M64, I32)",19.0
"ADD_LOCK (M64, I8)",19.0
"ADD_LOCK (M64, R64)",19.0
"ADD_LOCK (M8, 0)",19.0
"ADD_LOCK (M8, I8)",19.0
"ADD_LOCK (M8, R8h)",19.0
"ADD_LOCK (M8, R8l)",19.0
"ADD_R0 (R8l, 0)",0.27
"ADD_R0 (R8l, I8)",0.27
"ADD_R4 (R8l, 0)",0.25
"ADD_R4 (R8l, I8)",0.25
"AND (AL, 0)",0.53
"AND (AL, I8)",0.53
"AND (AX, I16)",0.55
"AND (EAX, I32)",0.5
"AND (M16, 0)",1.0
"AND (M16, I16)",1.0
"AND (M16, I8)",1.0
"AND (M16, R16)",1.1
"AND (M32, 0)",1.0
"AND (M32, I32)",1.0
"AND (M32, I8)",1.0
"AND (M32, R32)",1.09
"AND (M64, 0)",1.0
"AND (M64, I32)",1.0
"AND (M64, I8)",1.0
"AND (M64, R64)",1.09
"AND (M8, 0)",1.0
"AND (M8, I8)",1.0
"AND (M8, R8h)",1.08
"AND (M8, R8l)",1.1
"AND (R16, 0)",0.27
"AND (R16, I16)",0.29
"AND (R16, I8)",0.27
"AND (R16, M16)",0.5
"AND (R32, 0)",0.25
"AND (R32, I32)",0.25
"AND (R32, I8)",0.25
"AND (R32, M32)",0.5
"AND (R64, 0)",0.25
"AND (R64, I32)",0.25
"AND (R64, I8)",0.25
"AND (R64, M64)",0.5
"AND (R8h, 0)",0.29
"AND (R8h, I8)",0.29
"AND (R8h, M8)",0.5
"AND (R8l, M8)",0.5
"AND (RAX, I32)",0.54
"AND_20 (R8h, R8h)",0.4
"AND_20 (R8h, R8l)",0.4
"AND_20 (R8l, R8h)",0.4
"AND_20 (R8l, R8l)",0.25
"AND_21 (R16, R16)",0.25
"AND_21 (R32, R32)",0.25
"AND_21 (R64, R64)",0.25
"AND_22 (R8h, R8h)",0.4
"AND_22 (R8h, R8l)",0.4
"AND_22 (R8l, R8h)",0.4
"AND_22 (R8l, R8l)",0.25
"AND_23 (R16, R16)",0.25
"AND_23 (R32, R32)",0.25
"AND_23 (R64, R64)",0.25
"AND_LOCK (M16, 0)",19.0
"AND_LOCK (M16, I16)",19.0
"AND_LOCK (M16, I8)",19.0
"AND_LOCK (M16, R16)",19.0
"AND_LOCK (M32, 0)",19.0
"AND_LOCK (M32, I32)",19.0
"AND_LOCK (M32, I8)",19.0
"AND_LOCK (M32, R32)",19.0
"AND_LOCK (M64, 0)",19.0
"AND_LOCK (M64, I32)",19.0
"AND_LOCK (M64, I8)",19.0
"AND_LOCK (M64, R64)",19.0
"AND_LOCK (M8, 0)",19.0
"AND_LOCK (M8, I8)",19.0
"AND_LOCK (M8, R8h)",19.0
"AND_LOCK (M8, R8l)",19.0
"AND_R0 (R8l, 0)",0.27
"AND_R0 (R8l, I8)",0.27
"AND_R4 (R8l, 0)",0.25
"AND_R4 (R8l, I8)",0.25
"BSF (R16, M16)",1.0
"BSF (R16, R16)",1.0
"BSF (R32, M32)",1.0
"BSF (R32, R32)",1.0
"BSF (R64, M64)",1.0
"BSF (R64, R64)",1.0
"BSR (R16, M16)",1.0
"BSR (R16, R16)",1.0
"BSR (R32, M32)",1.0
"BSR (R32, R32)",1.0
"BSR (R64, M64)",1.0
"BSR (R64, R64)",1.0
BSWAP (R32),0.5
BSWAP (R64),0.5
"BT (M16, 0)",0.5
"BT (M16, I8)",0.5
"BT (M16, R16)",5.0
"BT (M32, 0)",0.5
"BT (M32, I8)",0.5
"BT (M32, R32)",5.0
"BT (M64, 0)",0.5
"BT (M64, I8)",0.5
"BT (M64, R64)",5.0
"BT (R16, 0)",0.5
"BT (R16, I8)",0.5
"BT (R16, R16)",0.5
"BT (R32, 0)",0.5
"BT (R32, I8)",0.5
"BT (R32, R32)",0.5
"BT (R64, 0)",0.5
"BT (R64, I8)",0.5
"BT (R64, R64)",0.5
"BTC (M16, 0)",1.0
"BTC (M16, I8)",1.0
"BTC (M16, R16)",5.0
"BTC (M32, 0)",1.0
"BTC (M32, I8)",1.0
"BTC (M32, R32)",5.0
"BTC (M64, 0)",1.0
"BTC (M64, I8)",1.0
"BTC (M64, R64)",5.0
"BTC (R16, 0)",0.5
"BTC (R16, I8)",0.5
"BTC (R16, R16)",0.5
"BTC (R32, 0)",0.5
"BTC (R32, I8)",0.5
"BTC (R32, R32)",0.5
"BTC (R64, 0)",0.5
"BTC (R64, I8)",0.5
"BTC (R64, R64)",0.5
"BTC_LOCK (M16, 0)",19.0
"BTC_LOCK (M16, I8)",19.0
"BTC_LOCK (M16, R16)",19.0
"BTC_LOCK (M32, 0)",19.0
"BTC_LOCK (M32, I8)",19.0
"BTC_LOCK (M32, R32)",19.0
"BTC_LOCK (M64, 0)",19.0
"BTC_LOCK (M64, I8)",19.0
"BTC_LOCK (M64, R64)",19.0
"BTR (M16, 0)",1.0
"BTR (M16, I8)",1.0
"BTR (M16, R16)",5.0
"BTR (M32, 0)",1.0
"BTR (M32, I8)",1.0
"BTR (M32, R32)",5.0
"BTR (M64, 0)",1.0
"BTR (M64, I8)",1.0
"BTR (M64, R64)",5.0
"BTR (R16, 0)",0.5
"BTR (R16, I8)",0.5
"BTR (R16, R16)",0.5
"BTR (R32, 0)",0.5
"BTR (R32, I8)",0.5
"BTR (R32, R32)",0.5
"BTR (R64, 0)",0.5
"BTR (R64, I8)",0.5
"BTR (R64, R64)",0.5
"BTR_LOCK (M16, 0)",19.0
"BTR_LOCK (M16, I8)",19.0
"BTR_LOCK (M16, R16)",19.0
"BTR_LOCK (M32, 0)",19.0
"BTR_LOCK (M32, I8)",19.0
"BTR_LOCK (M32, R32)",19.0
"BTR_LOCK (M64, 0)",19.0
"BTR_LOCK (M64, I8)",19.0
"BTR_LOCK (M64, R64)",19.0
"BTS (M16, 0)",1.0
"BTS (M16, I8)",1.0
"BTS (M16, R16)",5.0
"BTS (M32, 0)",1.0
"BTS (M32, I8)",1.0
"BTS (M32, R32)",5.0
"BTS (M64, 0)",1.0
"BTS (M64, I8)",1.0
"BTS (M64, R64)",5.0
"BTS (R16, 0)",0.5
"BTS (R16, I8)",0.5
"BTS (R16, R16)",0.5
"BTS (R32, 0)",0.5
"BTS (R32, I8)",0.5
"BTS (R32, R32)",0.5
"BTS (R64, 0)",0.5
"BTS (R64, I8)",0.5
"BTS (R64, R64)",0.5
"BTS_LOCK (M16, 0)",19.0
"BTS_LOCK (M16, I8)",19.0
"BTS_LOCK (M16, R16)",19.0
"BTS_LOCK (M32, 0)",19.0
"BTS_LOCK (M32, I8)",19.0
"BTS_LOCK (M32, R32)",19.0
"BTS_LOCK (M64, 0)",19.0
"BTS_LOCK (M64, I8)",19.0
"BTS_LOCK (M64, R64)",19.0
CALL_NEAR (M64),3.18
CALL_NEAR (R64),2.72
CALL_NEAR (Rel32),1.0
CBW,0.54
CDQ,0.5
CLC,0.25
CLD,4.0
CLI,2.0
CLTS,53.0
CMC,0.53
"CMOVB (R16, M16)",0.71
"CMOVB (R16, R16)",0.5
"CMOVB (R32, M32)",0.71
"CMOVB (R32, R32)",0.5
"CMOVB (R64, M64)",0.7
"CMOVB (R64, R64)",0.5
"CMOVBE (R16, M16)",1.0
"CMOVBE (R16, R16)",1.0
"CMOVBE (R32, M32)",1.0
"CMOVBE (R32, R32)",1.0
"CMOVBE (R64, M64)",1.0
"CMOVBE (R64, R64)",1.0
"CMOVL (R16, M16)",0.71
"CMOVL (R16, R16)",0.53
"CMOVL (R32, M32)",0.71
"CMOVL (R32, R32)",0.53
"CMOVL (R64, M64)",0.71
"CMOVL (R64, R64)",0.53
"CMOVLE (R16, M16)",0.71
"CMOVLE (R16, R16)",0.53
"CMOVLE (R32, M32)",0.71
"CMOVLE (R32, R32)",0.53
"CMOVLE (R64, M64)",0.71
"CMOVLE (R64, R64)",0.53
"CMOVNB (R16, M16)",0.71
"CMOVNB (R16, R16)",0.5
"CMOVNB (R32, M32)",0.71
"CMOVNB (R32, R32)",0.5
"CMOVNB (R64, M64)",0.71
"CMOVNB (R64, R64)",0.5
"CMOVNBE (R16, M16)",1.0
"CMOVNBE (R16, R16)",1.0
"CMOVNBE (R32, M32)",1.0
"CMOVNBE (R32, R32)",1.0
"CMOVNBE (R64, M64)",1.0
"CMOVNBE (R64, R64)",1.0
"CMOVNL (R16, M16)",0.71
"CMOVNL (R16, R16)",0.53
"CMOVNL (R32, M32)",0.71
"CMOVNL (R32, R32)",0.53
"CMOVNL (R64, M64)",0.71
"CMOVNL (R64, R64)",0.53
"CMOVNLE (R16, M16)",0.71
"CMOVNLE (R16, R16)",0.53
"CMOVNLE (R32, M32)",0.71
"CMOVNLE (R32, R32)",0.53
"CMOVNLE (R64, M64)",0.71
"CMOVNLE (R64, R64)",0.53
"CMOVNO (R16, M16)",0.72
"CMOVNO (R16, R16)",0.53
"CMOVNO (R32, M32)",0.71
"CMOVNO (R32, R32)",0.53
"CMOVNO (R64, M64)",0.71
"CMOVNO (R64, R64)",0.53
"CMOVNP (R16, M16)",0.71
"CMOVNP (R16, R16)",0.53
"CMOVNP (R32, M32)",0.71
"CMOVNP (R32, R32)",0.53
"CMOVNP (R64, M64)",0.71
"CMOVNP (R64, R64)",0.53
"CMOVNS (R16, M16)",0.71
"CMOVNS (R16, R16)",0.53
"CMOVNS (R32, M32)",0.71
"CMOVNS (R32, R32)",0.53
"CMOVNS (R64, M64)",0.71
"CMOVNS (R64, R64)",0.53
"CMOVNZ (R16, M16)",0.72
"CMOVNZ (R16, R16)",0.53
"CMOVNZ (R32, M32)",0.71
"CMOVNZ (R32, R32)",0.53
"CMOVNZ (R64, M64)",0.71
"CMOVNZ (R64, R64)",0.53
"CMOVO (R16, M16)",0.71
"CMOVO (R16, R16)",0.53
"CMOVO (R32, M32)",0.71
"CMOVO (R32, R32)",0.53
"CMOVO (R64, M64)",0.71
"CMOVO (R64, R64)",0.53
"CMOVP (R16, M16)",0.72
"CMOVP (R16, R16)",0.53
"CMOVP (R32, M32)",0.71
"CMOVP (R32, R32)",0.53
"CMOVP (R64, M64)",0.71
"CMOVP (R64, R64)",0.53
"CMOVS (R16, M16)",0.71
"CMOVS (R16, R16)",0.53
"CMOVS (R32, M32)",0.71
"CMOVS (R32, R32)",0.53
"CMOVS (R64, M64)",0.71
"CMOVS (R64, R64)",0.53
"CMOVZ (R16, M16)",0.71
"CMOVZ (R16, R16)",0.53
"CMOVZ (R32, M32)",0.71
"CMOVZ (R32, R32)",0.53
"CMOVZ (R64, M64)",0.71
"CMOVZ (R64, R64)",0.53
"CMP (AL, 0)",0.25
"CMP (AL, I8)",0.25
"CMP (AX, I16)",3.25
"CMP (EAX, I32)",0.25
"CMP (M16, 0)",0.5
"CMP (M16, I16)",0.5
"CMP (M16, I8)",0.5
"CMP (M16, R16)",0.5
"CMP (M32, 0)",0.5
"CMP (M32, I32)",0.5
"CMP (M32, I8)",0.5
"CMP (M32, R32)",0.5
"CMP (M64, 0)",0.5
"CMP (M64, I32)",0.5
"CMP (M64, I8)",0.5
"CMP (M64, R64)",0.5
"CMP (M8, 0)",0.5
"CMP (M8, I8)",0.5
"CMP (M8, R8h)",0.5
"CMP (M8, R8l)",0.5
"CMP (R16, 0)",0.25
"CMP (R16, I16)",3.38
"CMP (R16, I8)",0.25
"CMP (R16, M16)",0.5
"CMP (R32, 0)",0.25
"CMP (R32, I32)",0.25
"CMP (R32, I8)",0.25
"CMP (R32, M32)",0.5
"CMP (R64, 0)",0.25
"CMP (R64, I32)",0.25
"CMP (R64, I8)",0.25
"CMP (R64, M64)",0.5
"CMP (R8h, 0)",0.25
"CMP (R8h, I8)",0.25
"CMP (R8h, M8)",0.5
"CMP (R8l, M8)",0.5
"CMP (RAX, I32)",0.25
"CMP_38 (R8h, R8h)",0.25
"CMP_38 (R8h, R8l)",0.25
"CMP_38 (R8l, R8h)",0.25
"CMP_38 (R8l, R8l)",0.25
"CMP_39 (R16, R16)",0.25
"CMP_39 (R32, R32)",0.25
"CMP_39 (R64, R64)",0.25
"CMP_3A (R8h, R8h)",0.25
"CMP_3A (R8h, R8l)",0.25
"CMP_3A (R8l, R8h)",0.25
"CMP_3A (R8l, R8l)",0.25
"CMP_3B (R16, R16)",0.25
"CMP_3B (R32, R32)",0.25
"CMP_3B (R64, R64)",0.25
"CMP_R0 (R8l, 0)",0.25
"CMP_R0 (R8l, I8)",0.25
"CMP_R4 (R8l, 0)",0.25
"CMP_R4 (R8l, I8)",0.25
CMPSB,4.0
CMPSB_REPE,41.25
CMPSB_REPNE,41.23
CMPSD,4.0
CMPSD_REPE,41.25
CMPSD_REPNE,41.23
CMPSW,4.0
CMPSW_REPE,41.23
CMPSW_REPNE,41.23
"CMPXCHG (M16, R16)",3.97
"CMPXCHG (M32, R32)",4.0
"CMPXCHG (M64, R64)",3.97
"CMPXCHG (M8, R8h)",4.0
"CMPXCHG (M8, R8l)",4.0
"CMPXCHG (R16, R16)",5.0
"CMPXCHG (R32, R32)",5.0
"CMPXCHG (R64, R64)",5.0
"CMPXCHG (R8h, R8h)",5.0
"CMPXCHG (R8h, R8l)",5.0
"CMPXCHG (R8l, R8h)",5.0
"CMPXCHG (R8l, R8l)",5.0
CMPXCHG8B (M64),7.0
CMPXCHG8B_LOCK (M64),19.02
"CMPXCHG_LOCK (M16, R16)",19.0
"CMPXCHG_LOCK (M32, R32)",19.0
"CMPXCHG_LOCK (M64, R64)",19.0
"CMPXCHG_LOCK (M8, R8h)",19.0
"CMPXCHG_LOCK (M8, R8l)",19.0
CPUID,99.43
CWD,1.0
CWDE,0.5
DEC (M16),1.0
DEC (M32),1.0
DEC (M64),1.0
DEC (M8),1.0
DEC (R16),0.25
DEC (R32),0.25
DEC (R64),0.25
DEC (R8h),0.29
DEC (R8l),0.25
DEC_LOCK (M16),19.0
DEC_LOCK (M32),19.0
DEC_LOCK (M64),19.0
DEC_LOCK (M8),19.0
DIV (M16),9.02
DIV (M32),9.0
DIV (M64),21.0
DIV (M8),8.02
DIV (R16),9.0
DIV (R32),9.0
DIV (R64),21.0
DIV (R8h),9.0
DIV (R8l),9.0
"ENTER (I16, I8)",92.4
"ENTER_W (I16, I8)",91.52
IDIV (M16),8.13
IDIV (M32),8.0
IDIV (M64),24.2
IDIV (M8),8.0
IDIV (R16),8.05
IDIV (R32),8.0
IDIV (R64),24.25
IDIV (R8h),8.0
IDIV (R8l),8.0
IMUL (M16),1.38
IMUL (M32),1.02
IMUL (M64),1.0
IMUL (M8),1.0
IMUL (R16),1.45
"IMUL (R16, M16)",1.0
"IMUL (R16, M16, 0)",1.0
"IMUL (R16, M16, I16)",1.0
"IMUL (R16, M16, I8)",1.0
"IMUL (R16, R16)",1.0
IMUL (R32),1.1
"IMUL (R32, M32)",1.0
"IMUL (R32, M32, 0)",1.0
"IMUL (R32, M32, I32)",1.0
"IMUL (R32, M32, I8)",1.0
"IMUL (R32, R32)",1.0
IMUL (R64),1.0
"IMUL (R64, M64)",1.0
"IMUL (R64, M64, 0)",1.0
"IMUL (R64, M64, I32)",1.0
"IMUL (R64, M64, I8)",1.0
"IMUL (R64, R64)",1.0
IMUL (R8h),1.0
IMUL (R8l),1.0
"IMUL_IMMB (R16, R16, 0)",1.0
"IMUL_IMMB (R16, R16, I8)",1.0
"IMUL_IMMB (R32, R32, 0)",1.0
"IMUL_IMMB (R32, R32, I8)",1.0
"IMUL_IMMB (R64, R64, 0)",1.0
"IMUL_IMMB (R64, R64, I8)",1.0
"IMUL_IMMZ (R16, R16, I16)",1.0
"IMUL_IMMZ (R32, R32, I32)",1.0
"IMUL_IMMZ (R64, R64, I32)",1.0
"IN (AL, 0)",4427.23
"IN (AL, DX)",3599.4
"IN (AL, I8)",3599.4
"IN (AX, 0)",4427.23
"IN (AX, DX)",3599.4
"IN (AX, I8)",3577.8
"IN (EAX, 0)",4434.43
"IN (EAX, DX)",3599.4
"IN (EAX, I8)",3578.8
INC (M16),1.0
INC (M32),1.0
INC (M64),1.0
INC (M8),1.0
INC (R16),0.25
INC (R32),0.25
INC (R64),0.25
INC (R8h),0.29
INC (R8l),0.25
INC_LOCK (M16),19.0
INC_LOCK (M32),19.0
INC_LOCK (M64),19.0
INC_LOCK (M8),19.0
INSB,3567.2
INSB_REPE,89.6
INSB_REPNE,89.62
INSD,3534.6
INSD_REPE,89.6
INSD_REPE_REX64,89.7
INSD_REPNE,89.6
INSD_REPNE_REX64,89.4
INSW,3567.73
INSW_REPE,89.4
INSW_REPNE,89.7
INVLPG (M8),207.84
JB (Rel32),0.5
JB (Rel8),1.0
JBE (Rel32),0.5
JBE (Rel8),1.0
JL (Rel32),0.5
JL (Rel8),0.97
JLE (Rel32),0.5
JLE (Rel8),1.0
JMP (M64),2.37
JMP (R64),2.25
JMP (Rel32),2.12
JMP (Rel8),2.12
JNB (Rel32),0.5
JNB (Rel8),1.0
JNBE (Rel32),0.5
JNBE (Rel8),1.0
JNL (Rel32),1.0
JNL (Rel8),0.93
JNLE (Rel32),1.0
JNLE (Rel8),1.98
JNO (Rel32),1.0
JNO (Rel8),1.93
JNP (Rel32),1.0
JNP (Rel8),1.43
JNS (Rel32),1.0
JNS (Rel8),1.93
JNZ (Rel32),1.0
JNZ (Rel8),2.15
JO (Rel32),0.5
JO (Rel8),1.0
JP (Rel32),1.0
JP (Rel8),1.45
JRCXZ (Rel8),0.52
JS (Rel32),0.5
JS (Rel8),0.96
JZ (Rel32),0.5
JZ (Rel8),0.93
LAHF,1.0
"LAR (R16, M16)",143.97
"LAR (R16, R16)",62.25
"LAR (R32, M16)",143.71
"LAR (R32, R32)",62.0
"LAR (R64, M16)",143.71
"LAR (R64, R64)",62.0
LEA_B (R16),0.56
LEA_B (R32),0.5
LEA_B (R64),0.5
LEA_B_D32 (R16),0.56
LEA_B_D32 (R32),0.5
LEA_B_D32 (R64),0.5
LEA_B_D8 (R16),0.56
LEA_B_D8 (R32),0.5
LEA_B_D8 (R64),0.5
LEA_B_I (R16),0.56
LEA_B_I (R32),0.5
LEA_B_I (R64),0.5
LEA_B_I_D32 (R16),1.0
LEA_B_I_D32 (R32),1.0
LEA_B_I_D32 (R64),1.0
LEA_B_I_D8 (R16),1.0
LEA_B_I_D8 (R32),1.0
LEA_B_I_D8 (R64),1.0
LEA_B_IS (R16),0.56
LEA_B_IS (R32),0.5
LEA_B_IS (R64),0.5
LEA_B_IS_D32 (R16),1.0
LEA_B_IS_D32 (R32),1.0
LEA_B_IS_D32 (R64),1.0
LEA_B_IS_D8 (R16),1.0
LEA_B_IS_D8 (R32),1.0
LEA_B_IS_D8 (R64),1.0
LEA_D32 (R16),0.56
LEA_D32 (R32),0.5
LEA_D32 (R64),0.5
LEA_I_D32 (R16),0.56
LEA_I_D32 (R32),0.5
LEA_I_D32 (R64),0.5
LEA_IS_D32 (R16),0.56
LEA_IS_D32 (R32),0.5
LEA_IS_D32 (R64),0.5
LEA_R_D32 (R16),1.0
LEA_R_D32 (R32),1.0
LEA_R_D32 (R64),1.0
LEAVE,2.0
LEAVE_W,2.0
LGDT (M80),120.43
LIDT (M80),120.43
LLDT (M16),131.54
LLDT (R16),128.0
LMSW (M16),144.5
LMSW (R16),131.86
LODSB,1.2
LODSB_REPE,41.23
LODSB_REPNE,41.23
LODSD,1.0
LODSD_REPE,41.23
LODSD_REPNE,41.23
LODSW,1.2
LODSW_REPE,41.23
LODSW_REPNE,41.23
LOOP (Rel8),5.0
LOOPE (Rel8),5.97
LOOPNE (Rel8),6.0
